time_s,segment,body,x_m,y_m,z_m
2.080000,0,RL_foot,0.25871205,0.12257287,0.02022023
2.080000,0,RR_foot,0.26314345,-0.20856942,0.03258487
2.100000,0,FL_foot,0.83657074,0.13846973,0.02302589
2.100000,0,FR_foot,0.71908605,-0.32684427,0.02023828
2.100000,0,RL_foot,0.25918126,0.12244058,0.02021024
2.100000,0,RR_foot,0.27294239,-0.21288371,0.03354461
2.120000,0,FL_foot,0.83920068,0.13870314,0.02024308
2.120000,0,FR_foot,0.71939325,-0.32684949,0.02024532
2.120000,0,RL_foot,0.26034087,0.12368840,0.01990934
2.120000,0,RR_foot,0.28188393,-0.21701433,0.03336151
2.140000,0,FL_foot,0.83959639,0.13920556,0.02025648
2.140000,0,FR_foot,0.71972311,-0.32679474,0.02023465
2.140000,0,RL_foot,0.26010072,0.12225503,0.02018469
2.140000,0,RR_foot,0.28983250,-0.22150876,0.02921277
2.160000,0,FL_foot,0.83984607,0.13935429,0.02025165
2.160000,0,FR_foot,0.72003323,-0.32674763,0.02023362
2.160000,0,RL_foot,0.26043224,0.12216882,0.02019256
2.160000,0,RR_foot,0.29473311,-0.22569786,0.02516280
2.180000,0,FL_foot,0.84006470,0.13947615,0.02025254
